premise	hypothesis	prediction	label
It is nice to be reminded that people remember.	It made me feel good that people remembered.	1	1
Jerusalem was divided into east and west, under the control of Jordan and Israel respectively.	Israel won the war and Jerusalem.	0	0
The media focused on Liggett's admissions of the obvious--that cigarettes are addictive and cause cancer and heart disease--and its agreement to pay the states a quarter of its (relatively small) pretax profits for the next 25 years.	The media reported on Lingett's insistence that cigarettes don't cause cancer.	0	0
Mr. Inglethorp, said the Coroner, "you have heard your wife's dying words repeated here. 	Mr. Inglethorp, you have heard your wife's last words here.	1	1
I've thought it well over  "	I've been thinking about it for the past two weeks. 	2	2
She, in turn, was worshipped by her subjects as a living god.	As a result, she was revered by her subjects as a living deity: one among many.	2	2
In the midst of a final desultory polishing of her silver, Tuppence was disturbed by the ringing of the front door bell, and went to answer it.	Tuppence was able to polish her silver without any disruptions.	0	0
I don't know all the answers, fella.	Buddy, I just can't answer all those questions.	1	1
From Cockpit Country to St. Ann's Bay	Journeying to St. Ann's Bay from Cockpit Country.	1	1
In the USPS view of the world, institutional costs are a larger share of total costs and fewer costs can be expected to be shed, if and when, say, transaction mail leaves the system.	The USPS does not have a view of the world in relation to mail.	0	0
that would be good what'd you say	I am interested in what you'd say.	1	1
because then they'll or you have a prescription	Either way you won't have a prescription.	0	0
Bauerstein had been at Styles on the fatal night, and added: "He said twice: 'That alters everything.' And I've been thinking. 	I haven't given that night any thought. 	0	0
Dan Burton, in an appearance on Good Morning, America , said he had sent a letter to Attorney General Janet Reno urging her to have the FBI seize the Kuhn paperback immediately so it can be examined by its own labs.	Dan Burton was the 500th guest on Good Morning, America.	2	2
As the Tokugawa shoguns had feared, this opening of the floodgates of Western culture after such prolonged isolation had a traumatic effect on Japanese society.	Opening of floodgates of Western culture after such prolonged isolation had a traumatic effect on Japanese society, as the Tokugawa shoguns had feared.	1	1
If the collecting entity transfers the nonexchange revenue to the General Fund or another entity, the amount is accounted for as a custodial activity by the collecting entity.	A custodial activity by the collecting entity is accounted for as such if the collecting entity transfers the nonexchange revenue to the General Fund.	1	1
Not yourself.	Only you	0	0
These are issues that we wrestle with in practice groups of law firms, she said. 	Practice groups of law firms wrestle with these issues.	1	1
Ricky Martin was filming his triumphant return to the gay porn industry.	Ricky Martin is a gay porn star.	1	1
oh hum well uh i haven't for some reason have never really gotten enthused about football in the summer from from the the World League	Football is active in the summer.	1	1
36 AC usage nationally for mercury control from power plants should be roughly proportional to the total MWe of coal-fired facilities that are equipped with the technology (this assumes an average capacity factor of 85 percent and other assumptions of Tables 4-4 and 4-5).	Mercury control from power plants does not required AC.	0	0
Homes or businesses not located on one of these roads must place a mail receptacle along the route traveled.	The other roads are far too rural to provide mail service to.	2	2
because i i mean i don't know it's just something i think something we need	I think it is completely unnecessary.	0	0
um-hum yeah i know what that's like uh-huh	I have no idea what that is like.	0	0
In my Crossfire days, I was patronized even by Sam Donaldson.	I was never on Crossfire.	0	0
He bent down to study the tiny little jeweled gears.	The gears he examined were lined with jewels.	1	1
There are also ferries to Discovery Bay.	There aren't any ferries to Discovery Bay.	0	0
Court officials include the phone numbers of the local Legal Services office and county lawyer referral system on every summons.	Court officials include the phone numbers of legal aid departments because it will help those who can't afford to pay lawyers.	2	2
The statue was beheaded several years ago by islanders, who blame Josephine for her role in the slavery in Martinique.	Josephine is responsible for the slavery in Martinique according to locals.	1	1
In the final rule, HCFA revised certain regulations pertaining to the costs of graduate medical education programs to conform to a recently enacted statute.	Regulations were revised by HCFA pertaining to the costs of graduate programs, because they neglected those programs.	2	2
For a half millennium or more, Madrid idled as a provincial backwater, rarely noticed on the arid central plains of Castile, until Felipe II plucked it from his royal cap in 1561 and proclaimed it the capital of Spain.	Felipe II decided that Madrid should remain a province.	0	0
It's thought he used the same architect who worked on the Taj Mahal.	Everyone thinks he used a different architect from the one who worked on the Taj Mahal.	0	0
To the west of the city at Hillend is Midlothian Ski Centre, the longest artificial ski slope in Europe.	The Midlothian Ski Centre is the only artificial ski slope in Scotland.	2	2
Yes, sir.	No, not in particular Sir. 	0	0
and to have children and just get a day care or someone to take care of it and not really have the bonding process that takes place with babies and stuff you know	The children can just go to daycare.	1	1
Candidates must submit a set of fingerprints for review by the FBI.	Candidates do not have to have their fingerprints taken.	0	0
They aren't breaking any promises if they decide to take their ball and go home.	If they go home they aren't breaking promises.	1	1
No, indeed, said Cynthia. 	No, indeed, said my wife.	2	2
A survey of surgeons working in an emergency department found that the most significant predictor of screening was the attending physicians' perception that their responsibilities included screening.	If a physician believes they are responsible for screening, they will refuse to do so.	0	0
For more than 26 centuries it has witnessed countless declines, falls, and rebirths, and today continues to resist the assaults of brutal modernity in its time-locked, color-rich historical center.	The historical center is quite new, and rather bland.	0	0
Cybernetics had always been Derry's passion.	Derry knew nothing of cybernetics.	0	0
Broadly speaking, the CEF Moderate scenario can be thought of as a 50% increase in funding for programs that promote a variety of both demand-side and supply-side technologies.	The CEF Moderate scenario can be thought of as a 10% decrease in funding for programs.	0	0
yes well yeah i am um actually actually i think that i at the higher level education i don't think there's so much of a problem there it's pretty much funded well there are small colleges that i'm sure are struggling	Small colleges usually have trouble with funding and resources.	2	2
McCalpinMaria Luisa Mercado Nancy H. Rogers Thomas F. Smegal, Jr.	Nancy Rogers is involved.	1	1
yeah maybe the maybe they'll bring their good schools with them  you know if the industry comes	If the industry comes, it will foster the creation of better schools.	1	1
But the world is not run for the edification of tourists.	The tourists expected the natives to be just like them.	2	2
i'm not exactly sure	I'm completely sure.	0	0
That story remains to be told.	The story will be told tomorrow.	2	2
4 billion for mercury.	There is four billion of something for mercury.	1	1
Each room was outfitted with a leather sofa and three fold-out beds for students exhausted after a full day of hard work.	There were only two beds per room for the students.	0	0
On your right is the entrance to the 16th-century Sandal Bedesten, with lovely brick vaults supported on massive stone pillars.	The Sandal Bedesten took forty years to completely construct.	2	2
and they just put instructors out there and you you sign up for instruction and they just give you an arm band and if you see an instructor who's not doing anything you just tap him on the shoulder and ask him questions and they'll show you things	The instructors are really good at helping, and are always available. 	2	2
There are no gods here now, said the voice of the monster in front of them.	The monster stood behind them in silence and spoke not a word. 	0	0
If the data from a series of tests performed with the same toxicant, toxicant concentrations, and test species, were analyzed with hypothesis tests, precision could only be assessed by a qualitative comparison of the NOEC-LOEC intervals, with the understanding that maximum precision would be attained if all tests yielded the same NOEC-LOEC interval.	They needed various data to test for toxicants.	1	1
Never know where they won't turn up next. 	Everyone knows where they will turn up next.	0	0
Summary of Deferred Maintenance as of September 30, 199Z (in Millions of Dollars):	There was no deferred maintenance.	0	0
Using teams can also assist in integrating different perspectives, flattening organizational structure, and streamlining operations.	The teams have typically accomplished a lot of this through corporate bonding exercises.	2	2
well UNLV they say UNLV may be the greatest amateur team ever	UNLV is terrible.	0	0
Well, she's found.	She has been discovered.  	1	1
The Mosque of El-Jezzar, built in 1781, dominates the landside of the old city (the other three sides jut into the Mediterranean).	The old city is surrounded on all sides by the desert. 	0	0
right right they left a woman and a child or the cat the sheep yeah	No one was left behind, no animal either.	0	0
i always wait for the movie i don't have time to read the book	The movie is always better than the book.	2	2
The results of the sheepshead minnow, Cyprinodon variegatus, inland silverside, Menidia beryllina, or mysid, Mysidopsis bahia, tests are acceptable if survival in the controls is 80 percent or greater.	Tests are only acceptable when survival rates during controls come to at least 70 percent.	0	0
However, the other young lady was most kind. 	She wanted to make up for my disappointment at the turn of events.	2	2
This was used for ceremonial purposes, allowing statues of the gods to be carried to the river for journeys to the west bank, or to the Luxor sanctuary.	Statues of Gods and could not be moved.	0	0
No one would ever think of sentiment in connection with you.	Sentiment when connecting with you is beyond everyone's expectations.	1	1
Their rulers introduced Buddhist and Hindu culture, Brahmin ministers to govern, and an elaborate court ritual.	Buddhist and Hindu culture and elaborate court rituals were instituted by the rulers.	1	1
The track continues past the necropolis to an impressive amphitheatre, very probably carved by Nabateans, but influenced by the Romans.	The path leads to an amphitheater that was influenced by Romans.  	1	1
Attractively colorful ukiyo-e woodblock prints and scroll paintings can be found in antique stores, second-hand bookstores, and even temple markets.	There is only one location to buy the woodblock prints and scroll paintings from. 	0	0
The primary screen must be integrated into the standard intake procedure of the emergency setting and must be the responsibility of the staff to administer to all patients.	The primary screen is the vital part of this process.	2	2
Nowadays, a poverty lawyer working for one of New York's many agencies representing the indigent - including Legal Aid, the South Brooklyn Legal Services, the Lawyers Alliance for New York, InMotion, the Lawyers Committee for Human Rights, Volunteers of Legal Service, the Bronx Defenders and New York Lawyers for the Public Interest - might begin his or her career at $32,000 per annum, compared with the $125,000 average first-year associate salary at the city's larger firms.	Poverty lawyers might make $32,000 per year starting out.	1	1
Good spots for blues are Harvelle's Blues Club in Santa Monica, Jack's Sugar Shack in Hollywood, and the House of Blues in West Hollywood.	Jack's Sugar Shack offers better blues concerts and shows than the House of Blues.	2	2
Citing conservative critics of Brown vs.	Conservative critics wrote about the Brown case.  	1	1
In this respect, bringing Steve Jobs back to save Apple is like bringing Gen.	Steve Jobs never returned to Apple.	0	0
and he's an engineer so he even came over and set it up for me and had it running for like two hundred dollars so i thought that	For two hundred dollars he brought it to my home and set it up.	1	1
First, the horsemen brought out a teaser horse.	The horsemen first brought out a preview horse.	1	1
Each edition of the DSM is the product of arguments, negotiations, and compromises.	No arguments are made for each edition of the DSM.	0	0
It is also sometimes called simply Beaubourg, after the 13th-century neighborhood that surrounds it.	The neighborhood that surrounds it is from the 10th-century.	0	0
Not surprisingly, then, Fannie Mae's public-relations operation is unparalleled in Washington.	Fannie Mae has a public-relations team of forty.	2	2
Visit at sundown or out of season to get the full flavor of the setting.	The setting truly comes alive with fewer people during sundown or out of tourist season.	1	1
However, in the off-field (sentimental) tournament, the Falcons and Jets have more appealing story lines.	The Falcons and Jets have appealing stories going on.	1	1
Market Street is home to the Edinburgh CityArt Gallery, showcasing the work of up-and-coming artists.	The gallery is refreshing and every artist wants to be there. 	2	2
A clean, wholesome-looking woman opened it.	The pure looking woman opened it.	1	1
yeah and i'll do this uh sometimes i'll put my after I pour that into my back into my saucepan i'll put the eggs in the same dish and beat them up and then pour the cornstarch and the milk mixture in the egg so	I never use eggs when I cook, I hate them.	0	0
Scutari is traditionally associated with the name of Florence Nightingale.	There is no association between Florence Nightingale and Scutari.	0	0
hm oh is oh that's great uh-huh do you get the full benefits	That's great for you, but not for anyone else. 	2	2
A portion of the nation's income, in turn, is saved, allowing for additional investment in domestic factories, equipment, and other forms of capital that workers use to produce more goods and services or for investment abroad.	The nation's income is divided into portions.	1	1
Since the system would automatically verify all receipts and acceptances prior to invoice payment authorization, there would be no need to authorize payment prior to verification of receipt.	The new system has nothing to do with invoice payments.	0	0
The Weekly Standard argues that America should back Lee with words now and, if necessary, military force later, but the Washington Post reports that the U.S. envoys will pressure him to back down.	The Weekly Standard and Washington Post commonly have opposing views.	2	2
I've got it down in my notes if you want to see them." She extended the woven cords.	She offered up her notes.	1	1
Continue along the Quai Saint-Nicolas to the Mus??e Alsacien at num?­ber 23, a group of 16th- and 17th-century houses appropriate to the colorful collections of Alsatian folklore.	There are a number of 16th century houses there.	1	1
Still Bork waited, staring upwards.	Bork was waiting for the return of his wife, who had been lost.	2	2
Yet, in the mouths of the white townsfolk of Salisbury, N.C., it sounds convincing.	White townsfolk in Salisbury, N.C. think it sounds convincing.	1	1
Many are based on industry-recognized models such as the Constructive Cost Model (COCOMO), PRICE, Putnam, and Jensen.	None of the models are based on the industry-recognised ones.	0	0
Because marginal costs are very low, a newspaper price for preprints might be as low as 5 or 6 cents per piece.	Newspaper preprints may cost as little as a nickel.	1	1
A fine Crusader arch leads down a dimly-lit broad stairway to the dark subterranean Church of the Assumption, a Greek Orthodox church.	The bright and airy Church of the Assumption has plentiful windows to let in the sunlight.	0	0
The state legislature provides significant bipartisan support for the legal services delivery system.	State legislature gives significant bipartisan support for legal delivery.	1	1
Calcutta seems to be the only other production center having any pretensions to artistic creativity at all, but ironically you're actually more likely to see the works of Satyajit Ray or Mrinal Sen shown in Europe or North America than in India itself.	It is ironic that you stand a better chance of seeing the work of Mrinal Sen or Satyajit Ray in North America or Europe than you do of seeing it in India. 	1	1
If she didn't like her restaurant so much, the woman'd be high-up in Applied by now.	She really loved to eat at her Greek restaurant.	2	2
yeah well i can't i'll you know i say i can't wait for my kids to grow up but i believe i'm going to miss this age when they're gone	I can not wait for my kids to grow up.	1	1
Click here for Finkelstein's explanation of why this logic is expedient.	Select this option for Finkelstein's understanding of why this logic is expedient.	1	1
He reverted to his former point of view.	He went back to his previous thoughts about violence.	2	2
The experiment lasted only until Ahkenaten's death when almost all records relating to the King were destroyed.	The experiment ended with Ahkenaten's death when he was stabbed.	2	2
Still, it would be interesting to know. 109 Poirot looked at me very earnestly, and again shook his head. 	Poirot was disappointed with me.	2	2
Endorphins were flowing.	I was very calm and collected.	0	0
The inspired centuries-old design sense of the Italians has turned their country into a delightful emporium of style and elegance for the foreign visitor.	The Italians have the best design sense in the world.	2	2
He turned and saw Jon sleeping in his half-tent.	He saw Jon had been sleeping for hours.	2	2
well uh what do you think about taxes do you think we're paying too much	Our taxes seem too high. 	2	2
yeah and then about every five years you have to dig them up and throw them away and start over again they don't last forever	 You have to dig them up every five years, throw them away and then start all over again. 	1	1
probably so yeah you can get a head start on it	You can get a head start on it.	1	1
And, although I got a Ph.D. in philosophy many years ago and have thought and read about these matters ever since, heaven (or whatever) knows I don't have too many answers that I feel confident about.	I don't know about this subject because it is so complicated.	2	2
Other examples of cumulative case studies come from two international agencies.	There are examples of cumulative case studies.	1	1
Or, eligibility could be restricted to those who have already been pregnant, or at least sexually active; to those over age 13, or under age 21; or some combination thereof.	The eligibility can not be restricted at all.	0	0
REPORT PREPARATION AND TEST REVIEW	Reports can be prepared.	1	1
once you have something and it's like i was watching this program on TV yesterday in nineteen seventy six NASA came up with Three D graphics right	I was watching a program about NASA.	1	1
8. Jury Nullification.	Annulment by the jury.	1	1
As Jon looked at him, Barnam puffed out his chest.	Jon never looked at Barnam.	0	0
for the direct sunlight and stuff right but uh but i i haven't really found it too bad we've lived in our house about uh oh thirteen years i suppose and and really really only painted once and you know it was new when we bought it and we painted one time since then but you know it's probably going to be time to paint again in a couple of years	I only had to paint the house once, so the siding has held up well.	2	2
She hates me."	She doesn't like people like me. 	2	2
The movie isn't clear on where the secret report that kicked off Bergman's interest in tobacco came from, or who in the FDA thought it was a good idea to turn him onto Wigand.	Bergman was turned onto Wigand by the government.	1	1
Congress' determination to make agencies accountable for their performance lay at the heart of two landmark reforms of the 1990 the Chief Financial Officers (CFO) Act of 1990 and the Government Performance and Results Act of 1993 (GPRA).	Congress made several big reforms in the nineties to ensure agencies are held accountable for their actions. 	1	1
One thing was worrying me dreadfully, but my heart gave a great throb of relief when I saw my ulster lying carelessly over the back of a chair.	There was one thing that I had been worried about. 	1	1
While it's probably true that democracies are unlikely to go to war unless they're attacked, sometimes they are the first to take the offensive.	Democracies probably won't go to war unless someone attacks them.	1	1
right right they left a woman and a child or the cat the sheep yeah	They let a woman and child remain, or it might have been the cat or sheep.	1	1
if the United States had used full conventional power.	The United States has no power to use.	0	0
Blair has just published a volume of speeches and articles titled New Britain : My	It took Blair two years to conduct the research for these speeches.	2	2
You have to have good peripheral vision and you have to really concentrate.	It takes extreme focus and a strong awareness of your visual surroundings.	1	1
Emissions will be cut from current emissions of 48 tons to a cap of 26 tons in 2010, and	Emission caps are going to be cut substantially.	1	1
As Jon looked at him, Barnam puffed out his chest.	Barnam puffed out his chest when Jon looked at him.	1	1
Even after having just seen Adrin's skill with his rapier, Ca'daan had not seen a man move so sure and so naturally with such devastating results.	Ca'daan just saw Adrian's skill with his rapier.	1	1
 He caught a grip on himself, fighting the fantasies of his mind, and took another breath of air.	Getting a hold of himself, he took a gulf of air.	1	1
oh yes yeah yeah yeah that's true too that's true	It is true	1	1
well wonderful that'll be a musician	That will be a musician but before it was an orange. 	2	2
In this enclosed but airy building, you'll find ladies with large machetes expertly chopping off hunks of kingfish, tuna, or shark for eager buyers.	The ladies have worked here cutting fish all their lives.	2	2
What have we for lunch? 	What did they serve for lunch?	1	1
Other functional components of the Postal Service are presumed here not to exhibit significant scale economies, although this has not been demonstrated.	The Postal Service are assumed to not have significant scale economies.	1	1
In the original, Reich is set up by his host and then ambushed by a hostile questioner named John, and when he tries to answer with an eloquent Mr. Smith speech (My fist is clenched.	John questions Reich in a hostile manner in the original.	1	1
McCalpinMaria Luisa Mercado Nancy H. Rogers Thomas F. Smegal, Jr.	Nancy Rogers is not listed.	0	0
'No one in Large would ever try to harm us.	Not a single person in Large would have the intentions of hurting us.	1	1
Do you think I should be concerned?	Do you think it is a problem?	1	1
'But if White has any designs at all on living, he'll be as far from Little as he can possibly get by now.'	White should be afraid to come back to Little.	2	2
'Not part of your biography.	What I was shown is definitely part of my biography.	0	0
Base year data will be actual receipt and outlay data for the last completed fiscal year	Base year data will not give any findings about the last completed fiscal year.	0	0
yeah well at least as they told us uh two shifts	They said there was only one shift.	0	0
yeah because i was saying to him i said i'm not that heavy i'm not heavy you know maybe ten to fifteen pounds like any other human being	i told him i don't weigh that much	1	1
Since the mid 1990s, aggregate household wealth has swelled relative to disposable personal income, largely due to increases in the market value of households' existing assets (see figure 1.2).	Figure 1.2 will illustrate this fact and make it easier to understand.	2	2
The church of Panagia Theoskepastos houses a fine 14th-century icon, and the Catholic Cathedral has a tenth-century Madonna and Child.	The Catholic Cathedral was looted and then later burned; it now lies empty and ruined.	0	0
His family had lost a son and a daughter now.	The family had children that have passed away.	1	1
oh does it sure	oh, does it do that? of course	1	1
um i've visited the Wyoming area i'm not sure exactly where Dances with Wolves was filmed	I know exactly where Dances with Wolves was filmed.	0	0
I ordered Better Sexual Techniques , Advanced Sexual Techniques , Making Sex Fun , and Advanced Oral Sex Techniques (priced about $11.	My orders did not have any sexual references.	0	0
3 Accordingly, auditors performing financial audits need to be proficient in applying the AICPA standards and guidance contained in the SASs.	Auditors that perform financial audits have to be proficient with AICPA standards and guidance contained in the SASs	1	1
After the death of Columbus in 1505, Jamaica became the property of his son Diego, who dispatched Don Juan de Esquivel to the island as Governor.	Diego wasn't knowledgeable enough to govern the island.	2	2
it takes so much i mean it's like of course it does i mean by the times it transforms into Wave by mark off model and you put it in there and you want to correct those and then you know you're trying to make the the Wave smooth so you can approximately of course it's going to take a lot	It does not take anything.	0	0
Several pro-life Dems are mounting serious campaigns at the state level, often against pro-choice Republicans.	These democrats will do anything to get pro-life to become nationwide.	2	2
But you might as well see for yourself if you don't believe me. The note, in Tuppence's well-known schoolboy writing, ran as follows: "DEAR JULIUS, "It's always better to have things in black and white.	If you don't believe me then maybe looking at this will convince you.	1	1
um-hum with the ice yeah	With the snow as well.	2	2
At the west end is a detailed model of the whole temple complex.	The whole temple complex is rendered in miniature.	1	1
To make matters worse, many employers looking to save money (and please their employees) will drop dependent benefits if states provide better coverage than the private plans now do.	When states provide better coverage than private plans, many employers will drop dependent benefits and pass the savings on to you.	2	2
It can be done, he said at last. 	It is impossible. 	0	0
I should think some one had taken charge of it."	No one should have taken charge of it.	0	0
It's an interesting account of the violent history of modern Israel, and ends in the Scafeld Room where nine Jews were executed.	The execution of nine Jews was an important turning point in modern Israel's history.	1	1
We are assured of success?"	"We are going to fail, aren't we?"	0	0
If all else failed, I could always make myself an exhibit.	Making myself an exhibit is not an option. 	0	0
There's only one thing for me to do."	I've exhausted all my other options.	2	2
Where alternative country runs into trouble is its tendency to ignore what's durable about country in favor of its stereotypical hay-bales-and-whiskey-bottles shtick.	Alternative country is becoming more popular than the more stereotypical country.	2	2
Moreover, these excise taxes, like other taxes, are determined through the exercise of the power of the Government to compel payment.	Government's ability to force payment is how excise taxes are calculated.	1	1
Sales of goods and services in undercover operations.	Goods and Services are sold by undercover agents..	1	1
someone else noticed it and i said well i guess that's true and it was somewhat melodio us in other words it wasn't just you know it was really funny	It was really funny because they fell over when they were trying to walk. 	2	2
so i how do you feel that it should be applied	I do not care about your feeling just apply it whichever way to finish it already.	0	0
are you originally from uh Texas	You're not from Texas?	0	0
when there was the ball that was sort of hit to Buckner to Buckner	The ball was hit to Buckner and he caught it.	2	2
To keep the colors fresh, he dabbed the carcass with blood from a pail, then grabbed his paintbrushes to capture those lurid reds on canvas.	Many questioned why he was painting with blood in the first place.	2	2
Why, when I was your age, I already had...."  Dave wasn't listening any longer.	The conversation was one Dave had heard hundreds of times. 	2	2
The importer pays duties that are required by law	The importer never pays taxes 	0	0
Each working group met several times to develop recommendations for changes to the legal services delivery system.	Each working met more than once to discuss changes to the legal services delivery system.	1	1
EPA estimates that 5.6 million acres of lakes, estuaries and wetlands and 43,500 miles of streams, rivers and coasts are impaired by mercury emissions.	Rivers, streams and coasts are affected by mercury emissions.	1	1
um i've visited the Wyoming area i'm not sure exactly where Dances with Wolves was filmed	I've only visited the area in the spring.	2	2
Don't mean the police, but the people that are right in it. 	The police were overt brutal. 	2	2
the wagon man got killed when they attacked him	The wagon man escaped from their attack.	0	0
The year of 1820 was a pivotal one in the story of the King?­dom of Hawaii.	The Kingdom of Hawaii has remained exactly the same since the 18th Century.	0	0
Most of France went enthusiastically into World War I, and came out of it victorious yet bled white.	French citizens were not supportive of their participation in WWI.	0	0
The Drawing Room was partially destroyed by fire in 1941, and its furnishings are faithful reproductions; the huge (repaired) Ming punch bowl is striking.	The 1941 fire spared the Drawing Room.	0	0
He'd gone a long way on what he'd found in one elementary book.	On what he'd found in one elementary book, he'd gone a long way.	1	1
Explanation building is the inverse  starting with the observations, the evaluator develops a picture of what is happening and why.	Explanation building is going to be the standard approach in the future.	2	2
oh yeah well i play softball a couple of times a year it's they're getting ready to start up the the season again	They play softball a couple of times per year	1	1
Oh, I I haven't quite worked that out.	I am still processing the whole thing.	1	1
Though he abstains from showbizzy campaigning, he markets his virtue and exploits his legend.	He is capable to market his virtue, exploiting his legend.	1	1
life track	Jobs and work.	2	2
Possibly three months."	It could be two months. 	2	2
Abortive countrywide revolts	There is no revolt.	0	0
Once there, he or she must alight from the vehicle and proceed to the mailbox, then return to the vehicle, turn it around and proceed to the road.	They should never get out of the vehicle.	0	0
