premise	hypothesis	prediction	label
AC Green's pretty good	AC Green is also a solid player.	2	1
New York 's John Leonard calls Oz an ecology and anthropology of terror, not for the faint of heart or the queasy of stomach ...	John Leonard says Oz is an anthropology of terror, not for the faint hearted or easily turned stomach.	2	1
or they had somebody at home that was ill that they had to tend to i mean you can't make it everybody	They could not have done anything to help.	0	2
They made little effort, despite the Jesuit presence in Asia, to convert local inhabitants to Christianity or to expand their territory into the interior.	The Jesuit thought that by converting the Asian people to Christianity, it would help them to expand their territory. 	2	0
I can't help but wonder if Shuger thought to ask himself a few simple questions before launching his attack-- questions such as, did Tripp ask to be moved to her current job?	Shuger was not aware that he was poorly prepared.	0	2
I'm confused.	I don't understand.  	0	1
Ever since the Tokugawa shoguns restricted performances to the samurai classes, noh drama has had a rather elitist appeal.	The Tokugawa shoguns opened up performances so that all could access noh drama.	1	0
Watergate remains for many an unhealed wound, and Clinton's critics delight in needling him with Watergate comparisons--whether to Whitewater or Flytrap.	Clinton is the same person as Whitewater or Flytrap.	1	0
Daniel nodded, fetching me a glass of beer.	Daniel got me a glass of Bud Light.	1	2
I don't know.	I have not the first clue.	0	1
After criticizing the GOP openly for weeks, Buchanan announced that he would seek the Reform presidential nomination, which would bring him $12 million in federal funds.	Buchanan passed on the opportunity to seek the presidential nomination.	1	0
so we've been out here well really in the house since December and we've been uh planting flowers that we could never plant in San Antonio uh	We planted lots of different flowers in San Antonio.	1	0
Case Study Evaluations.	Case Study preparations.	1	0
More detailed implementation plans also will be necessary to address business system, processes, and resource issues.	Detailed implementation plans are necessary to address business system, processes and resources 	2	1
Ocho Rios is Spanish for  eight rivers,  but this name is not descriptive of the area.	Ocho Rios means pink penguins in Spanish, and this name describes the area.	1	0
One wag, J., wrote in to ask, Is there a difference between pests and airlines?	There is no difference between pests and airlines.	0	2
I leap!" And, in very truth, run and leap he did, gambolling wildly down the stretch of lawn outside the long window. 	The man was a world champion leaper, capable of leaping over gaping chasms.	1	2
But Fish is not an upbeat pragmatist.	Fish is the nickname of a human. 	1	2
One of these walls, the Western Wall, is today a major reminder of Jerusalem's greatness under Herod.	The Western Wall is a testament to Jerusalem's greatness under Ramses II.	1	0
The rule prohibits the sale of nicotine-containing cigarettes and smokeless tobacco to individuals under the age of 18; requires manufacturers, distributors, and retailers to comply with various conditions regarding the sale and distribution of these products; requires retailers to verify a purchaser's age by photographic identification; prohibits all free samples; limits the distribution of these products through vending machines and self-service displays by permitting such methods of sale only in facilities where access by individuals under 18 is prohibited; limits the advertising and labeling to which children and adolescents are exposed; prohibits promotional, non-tobacco items such as hats and tee shirts; prohibits sponsorship of	The rule will be put into effect as of January 1, 2017,  in all 50 states. 	0	2
Moreover, it is possible to have questions that require nested case studies.	Also, questions can require nested case studies, so wrap your heand around it.	2	1
they just didn't watch him on TV	They didn't watch him on TV.	0	1
The campaigns seem to reach a new pool of contributors.	New people chose to donate to the cause 	2	1
I put it to you that, wearing a suit of Mr. Inglethorp's clothes, with a black beard trimmed to resemble his, you were there ”and signed the register in his name!	He was trying to impersonate Mr. Inglethorp and forging his signature. 	2	1
First, get the basics right, that is, the blocking and tackling of financial reporting.	The basics need to be right first.	2	1
Britons, however, trumpet their poet laureate as worthy of the ranks of Blake, Keats, Hardy and Auden (the Times of London).	Britons are the proudest nation in the continent of europe.	1	2
After four years, Clinton has learned how to avoid looking unpresidential.	Four years later, Clinton understands how to look presidential.	2	1
STANDARD COSTING - A costing method that attaches costs to cost objects based on reasonable estimates or cost studies and by means of budgeted rates rather than according to actual costs incurred.	Standard Costing was applied to the ledger.	1	2
Candle grease? 	There was candle grease on the table.	1	2
right yeah that's it's always handy to have that that credit card for whatever it is that you might need it for	It is always convenient to have a credit card.	2	1
We're no nearer to finding Tuppence, and NEXT SUNDAY IS THE 29TH!"	Next Sunday is going to be the 28th.	2	0
They copied Louis XIV's centralized administration and tax-collection, and by the 18th century Turin was a sparkling royal capital built, quite unlike any other Italian city, in classical French manner.	In 1775 Turin was a brand new capital.	0	2
You can count on me, if necessary, for one million dollars.	I'm good for two million dollars.	2	0
The sooner we strike the better." He turned to Tuppence.	He convinced Tuppence to hold off on their action plan. 	1	0
and oh okay and then went to Colorado	I had to move back to Nebraska just to survive.	2	0
The celebrity-obsessed magazine surpasses itself in the post-Oscar issue.	The magazine publishes a lot of stories on celebrities.	2	1
She's a crutch.	She's an essential, key role in this, and is being used as a crutch.	1	2
[I]n You're the Top Porter does not capitalize on the text's potential for realism.	You're the Top Porter intentionally ignored the potential for realism. 	0	2
Expectations that the ANC would oversee land reform--returning land seized during apartheid's forced migrations--and wealth redistribution have not been met.	The ANC would not be in charge of land reform.	2	0
Without the discount, nobody would buy the stock.	Nobody would buy the stock if there was a discount.	1	0
of course you could annex Cuba but they wouldn't like that a bit	Cubans would go up in arms if we tried to annex Cuba.	1	2
Seemingly endemic corruption was compounded by a remarkable dearth of political leadership and decisive action.	There is massive corruption.	2	1
Until the late '60s, the Senate was deferential to the (many fewer) presidential nominees.	The Senate was very disrespectful of the nominees.	2	0
Chennai, known until 1996 as Madras, is easy-going, pleasant, and remarkably uncrowded.	Chennai is a laid-back, quiet, and peaceful city.	0	1
yeah that's the World League	That's the World League that you can join.	1	2
There is no tradition of clothes criticism that includes serious analysis, or even of costume criticism among theater, ballet, and opera critics, who do have an august writerly heritage.	Clothes criticism is not taken seriously by consumers.	0	2
so i really i really don't have heart burn at all with doing it myself over four nights tie i tied the car up if four days but we're fortunate we didn't need it	I tied the car up for four nights but I had heartburn the entire time.	2	0
The Shore Temple, which has withstood the wind and the waves for 12 centuries, is made up of two shrines.	The Shore Temple has stood for 12 centuries. 	2	1
Excellent reviews for the collaboration between two of the '90s' most acclaimed jazz saxophonists.	Critics lauded their work.	0	1
I don't know all the answers, fella.	I'm not sure about anything.	1	2
The data would be presented as required supplementary stewardship information accompanying the consolidated financial statements of the Federal Government but not in individual reports of its component units.	The data would be included in individual reports concerning the constituent units of the federal government.	1	0
no it didn't	It didn't make it over the jump.	1	2
Through the Web site, a total of 1,634 associates donated nearly $200,000 to Legal Aid in 2002.	41,634 associates gave money to Legal Aid through their site.	1	0
Time reports that Harrer denies having known she was.)	Harrer was will aware that she was.	1	0
oh no no they're not fired they there are they have one chance to then go in a program if you come back positive you have one chance to go in and go into they have a lot of uh rehabilitation both for alcohol and for drug use uh and they have uh a lot of uh they they have an agency where you can go for personal problems financial or whatever	If your drug test is positive, you are given a chance to go into a rehabilitation program.	2	1
Given the limits on the WTO's jurisdiction, it was probably unreasonable of Kodak to expect a real victory.	It likely was irrational for Kodak to look forward to a true victory.	2	1
Intifada to the Present	From Intifada until now.	2	1
Starting from Scratch	Hanging on to what we have.	1	0
New York 's John Leonard calls Oz an ecology and anthropology of terror, not for the faint of heart or the queasy of stomach ...	Chicago's John Leonard calls Oz a biology and anthology of horror.	1	0
that your approach is is is right you can actually go out and sub it if even if you don't wanna get hands on you can even just sub it out the concrete and those kind of things and and that's kind of the plan i have so um uh everyone i talk to uh i've	You can do it by yourself no problem.	0	2
and that you're very much right but the jury may or may not see it that way so you get a little anticipate you know anxious there and go well you know	Even if you're correct, I think the jury would pick up on that.	1	0
On the other side of the peninsula, off the tourist track in the peninsula's  heel,  are the curiously romantic landscapes of Puglia, from its centuries-old trulli constructions to the medieval fortresses of the German emperors.	Puglia has beautiful landscapes.	2	1
3) The gap between the productivity of women and the productivity of men.	The gap of genders.	1	2
The Washington Post called it the culmination of a six-month game of political chicken.	It has been called by the Washington Post as the culmination of a six-month game of political chicken.	2	1
I was deeply impressed by the power and eloquence of the counsel for the defence.	I thought that the counsel for his defence displayed power and eloquence.	2	1
The following are examples of how agencies engaged employee unions.	The following are examples of how agencies can eradicate employee unions.	1	0
yep and then i had probably lived the last eleven years in Massachusetts so you know what does that make me an honorary Yankee or	I've lived the last 15 years in El Paso so I'm basically Texan.	2	0
Despite protests by preservationists, there was little alternative.	There were various alternatives and one that was appeasing to everyone was implemented.	2	0
To the west of the city at Hillend is Midlothian Ski Centre, the longest artificial ski slope in Europe.	The Midlothian Ski Centre is in the area of Hillend.	0	1
Tommy Thompson of Wisconsin and Mayor Rudolph Giuliani of New York, the conservative vanguard on the issue, show no inclination to exploit research that says, in effect, Why care about day-care quality?	Thompson and Giuliana are exploiting the research.	1	0
Boca da Corrida Encumeada (moderate; 5 hours): views of Curral das Freiras and the valley of Ribeiro do Poco.	"Views of Curral da Freiras and the valley of Ribeiro do Poco" is chapter 5. 	1	2
Horwitz makes us see that the pinched circumstances of their lives are not so different from the conditions of their ancestors, dirt-poor yeoman farmers who seldom saw, much less owned, a slave.	Their lives are much better than their ancestors.	2	0
Hersheimmer "WELL," said Tuppence, recovering herself, "it really seems as though it were meant to be." Carter nodded.	See, luck is real!	1	2
Last year, Arafat cracked down on Hamas after a string of bombings in Tel Aviv and Jerusalem, arresting more than 1,200 suspected terrorists, destroying Hamas safe houses, and confiscating its weapons caches.	Arafat stood back and watched Hamas attack Tel Aviv and Jerusalem.	1	0
Net nonfederal saving	Net nonfederal saving was greater than net federal saving.	1	2
yeah yeah i i went i went off to school wanting to either be a high school algebra teacher or high school French teacher because my two favorite people in the in high school were my algebra teacher and French teacher and uh and i was going to do that until the end of our sophomore year when we wanted uh we came time to sign up for majors and i had taken chemistry for the first time that year and surprised myself i did well in it	Declaring a major is a big step.	1	2
Possibly no other country has had such a turbulent history.	The country's history is completely different than other countries' histories.	0	2
For ideological free-marketeers (like myself), theories like Smith and Wright's can be intellectually jarring.	I belong to the ideologies of free-marketeers, but theories presented by Smith and Wright shock me since we think so differently.	1	2
oh i did and i laughed real hard when i took it in for the two thousand mile checkup and uh	I could not believe how well it passed the two thousand mile checkup.	0	2
Most pundits side with bushy-headed George Stephanopoulos ( This Week ), arguing that only air strikes would be politically palatable.	Pundits disagree with George Orwell as they don't support his writing of "1984". 	0	2
Sometimes it flattens entire neighbourhoods to make life easier for them.	Entire neighborhoods have been flattened just to make life easier for them.	2	1
When he's ready for a major strike, how many innocents do you suppose are going to suffer? To quote one of your contemporaries; 'The needs of the many outweigh the needs of the few.' '	If he does a big strike, many people will suffer.	2	1
[W]omen mocking men by calling into question their masculinity is also classified as sexual harassment, the paper added.	Men have lower levels of masculinity than in the decade before now.	0	2
him?" she asked.	Her?" he asked with a shocked tone.	1	0
One bakes Flipper.	The flipper was here.	1	2
For the next two centuries Aelia Capitolina enjoyed an innocuous history.	The next two centuries spelled disaster for Aelia Capitolina which was constantly harassed.	1	0
Jamaican music ska and, especially, reggae has since the 1970s been exported and enjoyed around the world.	Reggae is one of the American music style.	1	0
i'm on i'm in the Plano school system and living in Richardson and there is a real dichotomy in terms of educational and economic background of the kids that are going to be attending this school	There is a huge amount of poor students and very few wealthy.	0	2
or just get out and walk uh or even jog a little although i don't do that regularly but Washington's a great place to do that	"Washington's and Abraham's are great places for a walk or a jog."	1	2
um we tried that but we really weren't happy with it so he does that all himself now	Sometimes we help him out, and other times we do it all ourselves. 	1	0
In the first instance, IRS would have no record of time before the person could get through to an agent and of discouraged callers.	There is no recording of the time for callers.	0	1
yeah it's just a matter of education i think	I think how successful someone is just depends on education.	1	2
you'd be crazy if you trust them but anyway call it what is it McCarthyism no  i'm not like that i just got enough common sense that nope to you come repent make a world apology for all the wrongs that you've done and yeah we've done wrongs but we've not done near the atrocities they've done and we need to maybe do that also you know	I am glad we have opened up our borders and are offering help to our neighbors in need.	2	0
There is uncertainty associated with all of the numbers presented in this paper due to sampling error and estimation error in econometric estimation procedure used to recover household-level demand functions	Instead of sampling humans for this data, researchers sampled pet rocks.	2	0
This step of the analysis employs complex computer models that simulate the transport and transformation of emitted pollutants in the atmosphere.	The analysis is done on simplistic computers 	1	0
If necessary to meeting the restrictions imposed in the preceding sentence, the Administrator shall reduce, pro rata, the basic Phase II allowance allocations for each unit subject to the requirements of section 414.	Section 414 helps higher allowance allocations for each unit.	2	0
Ceter of the national aerosece industry, with a vigorous local culture and bright and breezy street life, this university city has an infectious enthusiasm to it.	The nation's aerospace industry is headquartered in this city.	0	1
Alternatively, there are Sousa and Goncalves (Rua do Castanheiro, 47) and Unibasket (Rua do Carmo, 42; Tel. 291/226 925), both in Funchal.	There are other places in Funchal.	2	1
Yes, you've done very well, young man.	Yes, you have a done a great job, young man.	2	1
uh-huh oh yeah all the people for right uh life or something	all the people for the right life exercise on a regular basis	0	2
Maybe in that sense, the behavior of the Pippens and Iversons of the world is defensible.	Their angry retorts to refs may be justified.	1	2
Then it occurred to me that the criminal standard was a low one.	I realized that criminals have very high standards.	2	0
In this respect, bringing Steve Jobs back to save Apple is like bringing Gen.	Steve Jobs unretired in 2002.	1	2
I awoke looking up at stone lit by fire.	The fire was burning nearby.	2	1
Intifada to the Present	The extending from the Palestinian uprising until today.	2	1
'Why isn't a lookalike good enough for them?'	What are the reasons the lookalike isn't good enough?	2	1
but like they always say you know got a good profit sharing plan just no profit	There's a lot of money in this profit sharing plan.	2	0
i think there would be an awful lot of resentment and um i i really don't think it would be feasible on our country	There would be a lot of enjoyment and I think it's really feasible for the country. 	2	0
A politician connected with the home service of his parliamentary section's boss, with the mobile phone number 0-609-3459812, and known for his lack of sense of humor, did not take too well to a message from 'Admirer' - 'Wishes shovel best'.	He was so grateful to receive the message that he sent the sender a bunch of flowers.	2	0
While headquarters staffing is to be streamlined, the staffing levels at the ports are to be maintained or increased.	Headquarters staff is increased and port staff streamlined. 	1	0
It's thought he used the same architect who worked on the Taj Mahal.	The architect who worked on the Taj Mahal is thought to have worked on another building.	2	1
It is really a matter of waiting."	It all depends on patients.	1	2
yeah i've i wish they'd split that bowling season up into uh three seasons	Bowling season would be better split into thirds.	2	1
The family. 	The family of gorillas.	1	2
and i don't think they've repainted since	I don't think they've repainted their house.	0	2
Information  Computer Attacks at Department of Defense Pose Increasing Risks	Increased danger is coming from computer attacks at the Department of Defense.	2	1
At 60 cents, it's a bargain!	There are few items priced like that nowadays.	1	2
yep because it's when it's self propelled it's heavy yeah	it's heavy when it's self propelled	2	1
The logic of analysis in case studies is the same	The logic for the case studies is different from other types.	2	0
The  liberation  of these old European colonies created the basis for postwar independence movements proclaiming the Japanese slogan  Asia for the Asians.  	The Japanese slogan is Asia for the Japanese.	1	0
Tuppence frowned.	Tuppence made a face, then smiled. 	1	0
The aggregate effect on the amount of federal government saving is what affects the level of national saving and economic growth.	If the Federal government saves more the economy grows.	1	2
… I saw that I must lead two lives.	I must lead two lives; one in perfectly amiable company with the president, and one whispering in the ears of his enemies as his back was turned. 	0	2
The only comprehensible explanation is that the vocation that had burrowed in next to medicine had taken control, had insisted.	The only comprehensible explanation is that chiropractics had taken control of medicine.	0	2
I said it and I'm glad.	I'm glad I said what I've been wanting to say for years.	0	2
China could never trump the warhead blizzard Washington would send in retaliation against any atomic attack, though the country would be loath to cede to U.S. missile defenses the deterrence afforded by its handfuls of warheads.	China had many more nuclear warhead than the US.	2	0
The m??tro (subway) is the fastest way to move around the city, but the buses, both in the capital and the other big towns, are best for taking in the sights.	If you'd like to experience the city sights taking the bus is the best mode of transportation, though taking the subway is faster. 	2	1
I ordered Better Sexual Techniques , Advanced Sexual Techniques , Making Sex Fun , and Advanced Oral Sex Techniques (priced about $11.	There was a discount for the orders I made.	1	2
Recommendations	dislikes	1	0
During the half-century of its existence, Israel has absorbed approximately 2.5 million Jewish immigrants, displaced persons, refugees, and survivors of the Nazi Holocaust.	Israel was the Jewish populace's only option to escape from the Holocaust.	0	2
and those are the people that you know can you rehabilitate them the some of the ones that are you know perpetual	You wonder if it's possible to rehabilitate those types of people.	1	2
In the 19th century, when Kashmir was the most exotic hill-station of them all, the maharaja forbade the British to buy land there, so they then hit on the brilliant alternative of building luxuriously appointed houseboats moored on the lakes near Srinagar.	The British alternatively built houseboats but they were not luxurious.	2	0
and uh really they're about it they've got a guy named Herb Williams that that i guess sort of was supposed to take the place of uh Tarpley but he uh he just doesn't have the offensive skills	Tarpley is a better offensive player that Herb Williams.	2	1
Also beyond city limits is the Legacy Golf Club in the nearby suburb of Henderson.	The Legacy Golf Club is outside the city limits so it can serve alcohol year round.	0	2
If anyone has a good idea about how to bring back the opinion leaders of yore, I am all for it.	Someone is looking for ideas to bring back apartheid. 	1	0
Merrion Square West, Dublin 2.	Merrion Square East, Dublin 2.	1	0
because otherwise it's too it gets if you start them when it's cooler in the spring then it gets too hot in the summer	You should start them during Spring if you want them to be cool during the summer.	1	0
No, John, I said, "it isn't one of us. 	It is one of us, I told John.	1	0
The unintended side effect is radical, direct  In what other state do voters set the tax rates?	There is a radical side effect that was intended.	2	0
Lucy screamed, I've got to know.	Lucy wanted to know.	2	1
It also describes the results of the scenario analysis, both in terms of the various marginal costs associated with emission control strategies and the economy-wide impact of each scenario.	Emission control strategies are harmful to the economy.	1	2
LASNNY is one of the oldest and most cost-effective legal services organizations in the United States.	LASNNY is an old legal services organization in Los Angeles.	1	2
Don't expect to be swinging much after midnight, even in towns.	Things stay open all night because it's a place to party.	2	0
Usually, sites for program effects case studies should be selected with great care for criteria such as whether there is evidence that the program has been implemented at the site, whether the site has been subjected to changes that could have the same effects as the program or that could mask its effects, and how the addition of this site to the group of sites being studied supports the generalizability of the findings.	The addition of a site to an existing group of sites under study has to support generalizability of the findings.	2	1
The director, Michael Mann, has never tried to tell a story as complex (or nonviolent) as The Insider , and he and his co-screenwriter, Eric Roth, don't shape their narrative very satisfyingly.	Michael Mann made his directorial debut in it.	1	0
It sounds perfect, said Jon.	Jon thought that the idea was perfectly sound.	0	1
The living is not equal to the Ritz, he observed with a sigh.	The living is way better than the Ritz, he pointed out cheerfully.	1	0
Closed on Friday.	Open on Friday.	1	0
'So I assume he hacked into the autopilot and reprogrammed it to-'	I'm assuming he hacked the autopilot to bring the plane down.	1	2
Penrith and Blencathra are also Celtic names, established during this early period of settlement.	Penrith and Blencathra are names which go back to ancient Rome.	1	0
Land of Lincoln helped Tasha Johnson of Marion get Social Security benefits to support her four children after the 29-year-old woman was diagnosed with non-Hodgkin's lymphoma, a type of cancer, she said.	She was cancer free at 29 years of age.	2	0
He turned and saw Jon sleeping in his half-tent.	He saw Jon was pacing around.	1	0
that's cool kind of like Pink Floyd or something uh yeah basketball's cool but football kind of after a while	Yeah, I love basketball and football.	0	2
go up to state parks with six shelters and little screened in areas and then travel trailers and all the way up to conference center type campings that have uh you know air conditioning like hotels with uh	The state parks have 2 shelters.	1	0
Local residents will tell you where to find them.	You can ask local residents where to find them.	2	1
A group of guys went out for a drink after work, and sitting at the bar was a real  a 6 foot blonde with a fabulous face and figure to match.	The men didn't appreciate the figure of the blonde woman sitting at the bar. 	2	0
in our town of five thousand we have one that is uh local FM AM station and their news is fed from CNN too uh it's more of uh	The town did not have anything worth reporting on the radio about local events.	0	2
oh older ones too i know a few of those	I know a few older ones from when I lived there.	1	2
The notable thing for me about the Left Behind series--beside the fact that few in the secular media have noticed that millions of Americans are busy reading books warning about the imminence of one-world government, mass death, and the return of the Messiah, is that all the Jewish characters are Christian.	All the Jewish characters in the Left Behind series are actually Christian.	0	1
It is not a surprise, either, that Al Pacino chews the scenery in Devil's Advocate . And the idea that if the devil showed up on Earth he'd be running a New York corporate-law firm is also, to say the least, pre-chewed.	Al Pachino is an absolutely horrible person.	0	2
Strategic human capital management must be at the center of this transformation effort.	Human capital management is extremely important 	2	1
The search for an AIDS vaccine currently needs serious help, with the U.S. government, the biggest investor in the effort, spending less than 10 percent of its AIDS-research budget on the problem.	The search for an AIDS vaccine is a noble effort with many stakeholders.	1	2
The Vice President and his representatives have asserted that GAO lacks the statutory authority to examine the activities of the NEPDG, recognizing only GAOas authority to audit its financial transactions.	The Vice President has sacked a few representatives. 	1	0
Extremely limited exceptions to the authority are established in 31 U.S.C.	There are only a selected few exceptions.	0	1
These adaptations are not uniformly valued.	The values always change 	0	2
Emeralds? 	Are they wearing emeralds?	1	2
it would probably be a lot more work and probably not turn out as good	Oh that way sounds great, it could turn out even better	2	0
Or Sherlock Holmes?"	Or Watson?	1	0
In short, most of the whale is incompressible.	Whales cannot be compressed well.	0	1
Despite their 17th-century origins, these gardens avoid the rigid geometry of the Tuileries and Ver?­sailles.	The gardens are not shaped like the Tuileries or Versailles.	0	1
As Ben Yagoda writes in the New York Times Book Review , somewhere along the way, Kidder must have decided not to write a book about Tommy O'Connor.	A book was not written about Tommy O'Connor.	0	1
A museum inside the building gives intriguing insight into the life and heyday of the their rich costumes, their scimitars, and rifles inlaid with bright jewels and silver and a horrible bludgeon with a double serrated edge.	The museum inside of the building features stuffed monkeys. 	1	0
Hardly catering to locals, Universal Citys Cityalk attempts to snag tourist dollars with its extensive collection of retail wonders, including magic shops, toy stores, sports shops, and a host of science fiction memorabilia.	Locals aren't the primary target of the many magic shops, toy stores, and sports shops.	2	1
Yes, undoubtedly the hand of Mr. Brown! Mr. Carter paused.	There is no doubt that hand belongs to Mr. Brown.	0	1
and see if Kansas if Kansas yeah but then you know it could be what if they're not hitting that night or they're low or anything and see i i feel like the college you know it's kids it's still kids	What if they are having a bad night?	1	2
They said that the current system reflects that diversity, with agencies developing new participation processes and information management systems as needed for their individual programs and communities.	They said that the current system doesn't reflect	1	0
My usual partner.'	My partner I usually have.	2	1
He seemed too self-assured.	He is very cocky.	0	1
(The employee was later rehired, and Bob denies the charge.)	The employee got their job back.	2	1
life in prison then he's available for parole if it's if it's life and a day then he's not eligible for parole so what you know let's quit BSing with the system	The system is fair and he'll receive the sentence he deserves regardless of parole.	0	2
To check this, the central bank has tripled interest rates and used hard currency reserves (now reduced to $10 billion in ready cash) to buy back rubles.	The bank doubled interest rates as a way of checking this.	1	0
Shall I tell you what it would be like for your soul to live in the muck of a swamp in a mandrake root?  Dave shook his head.	My soul has lived in the dirt of a swamp before.	1	2
NEH-supported exhibitions were distinguished by their elaborate wall panels--educational maps, photomurals, stenciled treatises--which competed with the objects themselves for space and attention.	The exhibitions seem well-funded due to the elaborate detail of the gallery. 	2	1
guess it didn't last too long at the box office but i thought it was pretty good	Wow, it lasted in the box office for so long, I'm surprised.	2	0
'You burned down my house.'	'You set fire to my home and it burned down.'	2	1
This man claims that he has been robbed en route and is stranded without money or his plane ticket in an airport somewhere in Europe or the Middle East.	He claimed he was robbed and left with no money or a plane ticket but quickly solved the problem.	0	2
It is the official solution, Liq. 	This is the official solution to the alien problem we have had to contend with.	1	2
Don't you remember? Today we're going to auntie Basia's birthday party.'	We are going to Aunt Basia's birthday party at the restaurant today, remember?	1	2
Indeed, 58 percent of Columbia/HCA's beds lie empty, compared with 35 percent of nonprofit beds.	58% of Columbia/HCA's beds are full.	1	0
Sixty percent of Americans are frustrated and angry with the health-care system, and 70 percent favor federal intervention.	A majority of Americans are not happy with the health-care system.	2	1
i don't know how what it would take to be come up with a true perfect system or if one exists but	A perfect solution may exist, but I don't know of it.	2	1
The Fray's reputation as a home for hostile, rude, and mean-spirited exchanges suffered a severe beating at the hands of the Reading thread, which was so civilized that participants suggested taking insulin shots afterward.	The Fray is known as friendly and gentle.	1	0
no chemicals and plus then you can use it as a fertilizer and not have to worry about spreading those chemicals like on your lawn or your bushes or whatever	We don't want to use chemicals on our lawn	0	1
8 million in relief in the form of emergency housing.	Emergency housing relief totaled 8 million dollars.	2	1
Splendid! 	The situation is shitty.	1	0
CHAPTER 6: HUMAN CAPITAL	Human capital includes the workforce.	1	2
Now they're telling mothers to deny food to infants all night long once the kids are a few months old.	Infants are capable of feeding themselves from birth, and many even develop speech and advanced motor skills within the first weeks.	2	0
Around the corner is the huge, domed, Neo-Classical Panth??on.	The Pantheon can be found immediately around the corner.	0	1
but uh i've always enjoyed uh the train and you know fooling with it and all	I have always liked the train and messing around with it.	2	1
Two separate, exhaustive shots posted simultaneously?	Both of the extensive, individual shots are being posted at the same time?	2	1
yeah yeah seven percent or something it depends on where you're at some places in Dallas i guess it's like closer to eight and places like in Lewisville it's a lot closer to seven	It a place like Dallas it's seven percent.	1	0
It spoils the sport.	People will think you are boring.	0	2
NOx can be transported long distances and contribute to ozone many hundreds of miles from its source.	NOx raises global temperature and needs to be limited.	1	2
What seems to be a special bargain price for just  one week only  could turn out to be a year-round con.	Some weekly store sales turn out to be a year-round sale scams.	2	1
Since there is no airport on the island, all visitors must arrive at the port, Skala, where most of the hotels are located and all commercial activity is carried out.	The only way to get to the island is by boat, as there are no airports.	0	1
The two programs are currently housed in buildings about a block apart.	The buildings for the two programs are approximately one block apart.	2	1
And it was exactly on such a day, as this carefully selected Wednesday (which blushed from this distinction), that the mini-anti-aggressor was going to make the biggest of impressions.	Something strange will happen on Wednesday.	1	2
Bauerstein had been at Styles on the fatal night, and added: "He said twice: 'That alters everything.' And I've been thinking. 	The fact that Styles was at Bauerstein changes everything.	0	1
By then, the program had added Carroll and Grayson counties and the city of Galax and had five attorneys.	The program was expanding quickly.	0	2
His mother died when he was young, and he was adopted by the Brodkeys.	When his mother died, the Brodkeys took him in.	2	1
Neither does it include the mail sent in response to advertising.	It does not include the mail sent in response to advertising.	0	1
he was he's of course uh i guess he's trained in this uh martial arts of some sort but the plot was bland the acting was bland It was just mostly centered upon his abilities to	The plot was boring because he was a bad actor.  	0	2
but it but again it depends on what job you're in the men that are out there fixing power lines are tested a lot	They drug test the men who fix power lines.	1	2
yes that i think that's true so that makes them feel definitely like outsiders but like getting back to the their government benefits they they do have a lot of uh tax benefits	They receive more tax benefits then anyone else. 	0	2
Unfortunately, the magnet schools began the undoing of desegregation in Charlotte.	Desegregation was becoming disbanded in Charlotte thanks to the magnet schools.	0	1
(Read Slate 's  on how Bush flaunts the courage of his cliches.	Slate talks about how Bush is ashamed of his cliches.	2	0
The man shifted slightly and cut the spear out of the air.	The man watched motionlessly as the spear fell. 	1	0
Postal Service data to define the relationship between costs and cost drivers.	Postal Service delivery data is used to define the relationship between cost and drivers.	1	2
The more popular offerings include kuru fasulye (haricot beans in tomato sauce), patlecan kizartmas (aubergine fried in olive oil and garlic), and a range of salads.	Fasulye is made from lamb and a variety of spices.	1	0
He appropriated for the State much of the personal fortunes of the princes, but found it harder to curtail the power of land-owners who had extensive contacts with the more conservative elements in his Congress Party.	He was able to take much of the princes' individual fortunes for the State, but it was more difficult to wrest power from land owners in contact with the conservative elements of the Congress Party.	2	1
Along with each step, certain practices proved especially important to the success of their efforts.	Some practices were useless 	0	2
Jon's feeling of age and weariness must have shown.	Jon was feeling young and spry.	1	0
In the market proper, spices and grain are piled up in multi-colored mountains; merchants chant as they measure out separate lots of five kilos three, three, three, four, four, four, and five, five, five. 	In the market itself, merchants measure out and sell spices and grains in many different colors.	2	1
These men had never seen rain before, Jon realized.	The rain was a novelty to the men.	2	1
After the high emotion of de Gaulle's march down the Champs-Elys??es, the business of post-war reconstruction, though boosted by the generous aid of the Americans' Mar?­shall Plan, proved arduous, and the wartime alliance of de Gaulle's conservatives and the Communist Party soon broke down.	The Marshall Plan was not concocted until 1918.	0	2
Further, given the dynamic environment agencies face, employees need incentives, training, and support to help them continually learn and adapt.	Operating conditions change over time and it is important to ensure that employees receive resources geared toward preparing them to face changes.	2	1
And it was exactly on such a day, as this carefully selected Wednesday (which blushed from this distinction), that the mini-anti-aggressor was going to make the biggest of impressions.	Tuesday is the day that the aggressor will act. 	1	0
In this case, shareholders can pay twice for the sins of others.	shareholders can't pay twice for the sins of others.	2	0
What about the hole?" They scanned the cliff-side narrowly.	They looked all over the cliff, looking for the hole.	2	1
More to the point, even as the major airlines have been reaping large profits over the last four years, their productivity has not risen at all, suggesting that consolidation is not improving efficiency.	Though large airlines are making a big profit, they arent any more productive. 	2	1
oh yes how well i know i was laid off last year but i was i was lucky because i was one of the first groups to go	My group was one of the first to get laid off last year.	2	1
well it's a pleasure talking with you	I'm glad we've talked. 	0	1
You're crazed, Beresford.	You need to see a therapist, Beresford.	1	2
