word;neg_count;pos_count;neg/tot;total
but far more;1;2;0.333;3
feardotcom;1;2;0.333;3
in while;1;0;1.0;1
minute;1;0;1.0;1
of cultures;2;0;1.0;2
often enough;1;2;0.333;3
an improvement;1;1;0.5;2
bonus;1;4;0.2;5
film shortcomings;1;3;0.25;4
film should;1;0;1.0;1
frame and;1;0;1.0;1
lyrical;1;4;0.2;5
lyricism and;1;2;0.333;3
of japanese animation;1;0;1.0;1
construct;1;1;0.5;2
create;1;6;0.143;7
director but;1;3;0.25;4
humor or;1;1;0.5;2
is not an;1;6;0.143;7
is not as;1;6;0.143;7
philip glass;1;2;0.333;3
create an;1;1;0.5;2
about the film;1;2;0.333;3
aesthetic;1;0;1.0;1
as opposed to;1;1;0.5;2
everyone else;1;0;1.0;1
kung fu pictures;1;0;1.0;1
barrie;1;1;0.5;2
contempt;1;1;0.5;2
kurt;2;4;0.333;6
of age films;2;6;0.25;8
of age movie;2;1;0.667;3
of you who;1;0;1.0;1
21st;2;3;0.4;5
amir;1;1;0.5;2
and frustrating;1;1;0.5;2
best work in;1;8;0.111;9
he took;1;1;0.5;2
is interesting;1;3;0.25;4
its paint;1;1;0.5;2
off putting;1;14;0.067;15
comes when;1;6;0.143;7
even though;1;0;1.0;1
it merely lacks;1;0;1.0;1
ok;1;0;1.0;1
digressions;2;8;0.2;10
it seeks;1;0;1.0;1
jar jar;1;1;0.5;2
of age story;1;0;1.0;1
it more;1;0;1.0;1
not that;1;0;1.0;1
drek;3;11;0.214;14
other words it;1;1;0.5;2
other year;1;1;0.5;2
brand of;1;0;1.0;1
es una;1;1;0.5;2
be part;1;0;1.0;1
cumulative effect of;1;0;1.0;1
brio;1;3;0.25;4
hidden;1;3;0.25;4
over its;1;0;1.0;1
and timing;1;1;0.5;2
and to;1;0;1.0;1
be better;1;0;1.0;1
characters inhabit;1;7;0.125;8
dull;1;0;1.0;1
funny touching;1;5;0.167;6
incident;1;0;1.0;1
lends itself;1;1;0.5;2
checklist of;2;1;0.667;3
dot;1;2;0.333;3
most basic;1;1;0.5;2
after school special;1;0;1.0;1
clever and;2;12;0.143;14
cliche and;1;1;0.5;2
commended;1;0;1.0;1
guilty pleasure;1;1;0.5;2
historical event;1;1;0.5;2
on remote;1;0;1.0;1
keeps things moving;1;6;0.143;7
keeps this;1;2;0.333;3
meaning to the;1;0;1.0;1
of the show;1;1;0.5;2
of the singles;1;1;0.5;2
on madonna street;1;0;1.0;1
and there;1;1;0.5;2
bon;1;5;0.167;6
center;1;3;0.25;4
inquiry;1;0;1.0;1
its ideas;1;0;1.0;1
of how the;1;0;1.0;1
aged;1;0;1.0;1
bien;1;3;0.25;4
didn believe;1;1;0.5;2
exemplary;1;3;0.25;4
fields;1;0;1.0;1
and clumsily;1;0;1.0;1
documentary;1;1;0.5;2
elan;1;1;0.5;2
ever;1;4;0.2;5
ever after;1;0;1.0;1
last time;1;1;0.5;2
ability of;1;0;1.0;1
conjured;2;12;0.143;14
ends up;1;0;1.0;1
even if you;1;1;0.5;2
gianni;2;0;1.0;2
in this picture;1;2;0.333;3
laughs come;1;0;1.0;1
long and too;1;1;0.5;2
megaplex;2;5;0.286;7
of life and;1;0;1.0;1
of the longest;1;1;0.5;2
about grief;2;10;0.167;12
about grief and;1;0;1.0;1
disparate;2;2;0.5;4
drama romance;1;1;0.5;2
glued;1;1;0.5;2
great cast and;1;0;1.0;1
abuse;1;2;0.333;3
are easy;1;1;0.5;2
are easy to;1;1;0.5;2
children will be;1;1;0.5;2
decided;1;0;1.0;1
and challenging;1;0;1.0;1
have done;1;13;0.071;14
in town;1;1;0.5;2
intelligence as;1;1;0.5;2
jeffrey dahmer;1;0;1.0;1
just doesn make;1;3;0.25;4
black and white;1;5;0.167;6
coating;1;1;0.5;2
day of the;1;0;1.0;1
fide;1;1;0.5;2
goggles;2;1;0.667;3
conclusion;1;1;0.5;2
dynamic;1;0;1.0;1
his prime;1;0;1.0;1
laura;1;7;0.125;8
movie that will;1;3;0.25;4
in full;1;0;1.0;1
powerful and;1;1;0.5;2
powerful in;1;0;1.0;1
is so;1;1;0.5;2
is so insanely;2;0;1.0;2
out is;1;6;0.143;7
problem;1;1;0.5;2
devastatingly;1;1;0.5;2
just follow the;3;1;0.75;4
doesn work;1;1;0.5;2
go back to;1;4;0.2;5
himself as;1;0;1.0;1
movie winds up;1;0;1.0;1
overall feel;1;7;0.125;8
acting by;1;2;0.333;3
boost;1;0;1.0;1
down and;1;2;0.333;3
is aptly;1;0;1.0;1
its sleeve but;1;1;0.5;2
its soul;1;0;1.0;1
meet cute;2;2;0.5;4
account of the;1;3;0.25;4
accumulates;1;2;0.333;3
have to see;1;15;0.062;16
like life;1;0;1.0;1
passion in;1;1;0.5;2
and empathy;1;0;1.0;1
company of;1;4;0.2;5
exalted;1;1;0.5;2
examination;1;0;1.0;1
exoticism;1;3;0.25;4
expanded;1;1;0.5;2
it often;1;1;0.5;2
know you;1;1;0.5;2
litmus;1;7;0.125;8
of secrets;1;0;1.0;1
offers all the;1;5;0.167;6
offers an;1;1;0.5;2
and in the;1;4;0.2;5
and infuses;1;1;0.5;2
and insecurity;1;0;1.0;1
appeal to;1;0;1.0;1
appeal to the;1;0;1.0;1
broadway play;1;2;0.333;3
direct;1;1;0.5;2
direct hit;1;1;0.5;2
doesn exactly;1;0;1.0;1
erotically;1;0;1.0;1
garcia and;1;1;0.5;2
garde;1;1;0.5;2
new plot;1;0;1.0;1
of boring;2;2;0.5;4
of humor and;1;1;0.5;2
of their own;1;1;0.5;2
be lot better;1;0;1.0;1
conceptual;1;1;0.5;2
its awkward;1;3;0.25;4
brit;1;0;1.0;1
emperor;1;0;1.0;1
fictional;1;1;0.5;2
interest;1;0;1.0;1
it unfortunate;1;1;0.5;2
lean and;1;1;0.5;2
prepared to;1;1;0.5;2
has kind;1;0;1.0;1
all the actors;1;1;0.5;2
asset;1;0;1.0;1
believer;1;0;1.0;1
believes;1;0;1.0;1
business in the;1;2;0.333;3
help make;1;0;1.0;1
is slight and;1;1;0.5;2
interest in;1;1;0.5;2
movie works;1;6;0.143;7
an irresistible;2;5;0.286;7
carefully structured;4;3;0.571;7
exceptional performances;1;3;0.25;4
fat greek wedding;1;1;0.5;2
fatal mistake;1;0;1.0;1
figure;1;3;0.25;4
has played;1;3;0.25;4
is neither;1;0;1.0;1
can act;1;0;1.0;1
come from the;1;1;0.5;2
easy answers;1;1;0.5;2
having been;2;6;0.25;8
match;1;0;1.0;1
my sweet;1;3;0.25;4
expressions;1;1;0.5;2
kinnear performance is;1;1;0.5;2
kiss;1;1;0.5;2
lot better;1;1;0.5;2
placement;1;1;0.5;2
and done;2;2;0.5;4
and heartbreaking;3;13;0.188;16
elegantly;1;4;0.2;5
fits;2;3;0.4;5
giving;1;0;1.0;1
his determination to;1;1;0.5;2
it was made;1;0;1.0;1
not notice the;1;0;1.0;1
and vision;1;1;0.5;2
circumstances;1;0;1.0;1
does;1;0;1.0;1
ear for;2;1;0.667;3
happens to;1;0;1.0;1
honest performances and;1;7;0.125;8
jolting;1;0;1.0;1
might not have;1;0;1.0;1
numbers effort;1;0;1.0;1
of scenes;1;1;0.5;2
of scenes in;1;0;1.0;1
people are;1;0;1.0;1
nothing short;1;0;1.0;1
director is;1;3;0.25;4
greatest;1;3;0.25;4
heartache;1;1;0.5;2
jolie performance;1;0;1.0;1
of animal house;1;3;0.25;4
by movie;1;0;1.0;1
have given up;1;2;0.333;3
it deals;1;1;0.5;2
carol;1;0;1.0;1
hit or;1;0;1.0;1
in broad;1;0;1.0;1
category of;1;6;0.143;7
fulford wierzbicki;1;2;0.333;3
have about;1;1;0.5;2
marvel;1;3;0.25;4
marvelous;1;1;0.5;2
mask;1;0;1.0;1
much as it;1;0;1.0;1
distinctive;1;0;1.0;1
fan of;1;0;1.0;1
is that they;1;1;0.5;2
it still feels;1;0;1.0;1
it suffers from;1;4;0.2;5
lethargically paced;1;0;1.0;1
likely to have;1;0;1.0;1
memorial;1;0;1.0;1
of mystery;1;0;1.0;1
of playing;1;0;1.0;1
persnickety;1;0;1.0;1
poised;1;7;0.125;8
foremost;1;0;1.0;1
jordan;1;0;1.0;1
is saved;1;16;0.059;17
elements;2;1;0.667;3
flawed look;1;0;1.0;1
is by far;1;2;0.333;3
other but;1;1;0.5;2
deprecating;1;6;0.143;7
determine;1;3;0.25;4
do little to;1;2;0.333;3
fabric;1;9;0.1;10
are you;1;2;0.333;3
group;1;0;1.0;1
lengthy;1;1;0.5;2
mistake it;1;2;0.333;3
90 minutes of;1;1;0.5;2
it like an;1;1;0.5;2
noteworthy;1;2;0.333;3
4ever;1;7;0.125;8
album of;1;4;0.2;5
if all;1;1;0.5;2
it pleasant enough;2;4;0.333;6
all in;1;0;1.0;1
but flawed;1;3;0.25;4
glides;1;0;1.0;1
ivory;1;1;0.5;2
on life;1;2;0.333;3
on madonna;1;0;1.0;1
berry;1;5;0.167;6
foreign;1;2;0.333;3
et al;1;0;1.0;1
are an;1;1;0.5;2
coming;1;4;0.2;5
deleted;1;2;0.333;3
gentle humor;1;1;0.5;2
in large;1;1;0.5;2
of his own;1;2;0.333;3
computer;1;1;0.5;2
computer animated;1;1;0.5;2
doubt the;1;0;1.0;1
doubtless;1;0;1.0;1
handful of;1;4;0.2;5
it grows;1;5;0.167;6
jar;2;1;0.667;3
piece of;1;1;0.5;2
about real;1;1;0.5;2
despite its flaws;1;0;1.0;1
feel guilty about;1;0;1.0;1
as long;1;0;1.0;1
of chicago;1;4;0.2;5
of evans;1;0;1.0;1
is too;1;0;1.0;1
is too busy;1;0;1.0;1
makes absolutely no;2;1;0.667;3
national;1;1;0.5;2
10;1;5;0.167;6
10 minutes;1;2;0.333;3
convenient plot twists;1;1;0.5;2
convention;1;0;1.0;1
examples of;1;0;1.0;1
future that;1;2;0.333;3
of laughter;1;6;0.143;7
old fashioned;1;1;0.5;2
old fashioned in;1;1;0.5;2
premise but;1;2;0.333;3
and crude;1;0;1.0;1
it actually;2;2;0.5;4
plummer as the;1;2;0.333;3
1984;1;0;1.0;1
love with its;2;2;0.5;4
also one;1;0;1.0;1
decade;1;10;0.091;11
ditched the;2;3;0.4;5
film lies;1;1;0.5;2
and absolutely;1;0;1.0;1
done it;1;26;0.037;27
hard to know;1;0;1.0;1
air;1;0;1.0;1
chick;2;6;0.25;8
each;1;3;0.25;4
has compelling;1;0;1.0;1
his message;2;1;0.667;3
movies were;1;0;1.0;1
new film is;1;0;1.0;1
not amused;1;3;0.25;4
alas it;1;7;0.125;8
bout;1;15;0.062;16
bowel;1;0;1.0;1
chabrol;1;4;0.2;5
hop culture;1;0;1.0;1
human comedy;1;1;0.5;2
igby;1;4;0.2;5
ignite;1;1;0.5;2
in spirit;1;2;0.333;3
it tough;1;1;0.5;2
its subject matter;1;4;0.2;5
of birthday girl;1;1;0.5;2
has fashioned;1;4;0.2;5
invite;1;1;0.5;2
last 15;2;2;0.5;4
of us;1;0;1.0;1
almost certainly;1;4;0.2;5
1975;1;0;1.0;1
fight scenes;1;0;1.0;1
jerry springer;1;1;0.5;2
mix;1;4;0.2;5
briefly;1;0;1.0;1
full of surprises;1;12;0.077;13
in fact it;1;1;0.5;2
is hindered;1;1;0.5;2
my head;1;1;0.5;2
my interest;1;1;0.5;2
outtakes;1;0;1.0;1
ahola;1;0;1.0;1
appears to;1;0;1.0;1
but only;2;8;0.2;10
endeavour;1;1;0.5;2
film replete;1;0;1.0;1
film replete with;1;0;1.0;1
in favor;1;1;0.5;2
maternal;1;1;0.5;2
19;1;0;1.0;1
hermitage;1;0;1.0;1
is way;2;5;0.286;7
milieu;1;0;1.0;1
not even;1;0;1.0;1
not even steven;1;0;1.0;1
of times;1;2;0.333;3
overwhelm;1;0;1.0;1
pause;1;0;1.0;1
chicago;1;8;0.111;9
it but;1;1;0.5;2
every point;1;1;0.5;2
freddy got;1;1;0.5;2
game cast;1;0;1.0;1
lurking;1;0;1.0;1
of dangerous;1;1;0.5;2
only of;1;7;0.125;8
absurdity of;2;2;0.5;4
darkly;1;0;1.0;1
have some;1;0;1.0;1
itself to;1;4;0.2;5
keeps getting;1;0;1.0;1
mind of;2;1;0.667;3
care about them;1;3;0.25;4
in the theater;1;0;1.0;1
its many;1;1;0.5;2
encourage;1;10;0.091;11
handheld;1;0;1.0;1
handily;1;0;1.0;1
is it;1;0;1.0;1
or that;1;5;0.167;6
ill;1;0;1.0;1
above all;1;0;1.0;1
arliss;1;4;0.2;5
ethos;1;2;0.333;3
everything about;1;2;0.333;3
everything and;1;0;1.0;1
film can;1;0;1.0;1
film can be;1;0;1.0;1
forgets about;1;1;0.5;2
predictably;1;1;0.5;2
between human;1;2;0.333;3
its target;1;5;0.167;6
its target audience;1;2;0.333;3
gorgeous film;1;0;1.0;1
definitely one;1;1;0.5;2
from start to;1;0;1.0;1
in the city;2;0;1.0;2
of this ancient;1;3;0.25;4
define his;1;1;0.5;2
it too long;1;3;0.25;4
not bad;1;0;1.0;1
barely;1;0;1.0;1
examining;1;0;1.0;1
moved;1;0;1.0;1
hair;1;6;0.143;7
him to;1;3;0.25;4
himself;1;3;0.25;4
if we re;1;1;0.5;2
maddeningly;1;3;0.25;4
movies but;1;0;1.0;1
outside the;1;0;1.0;1
entertaining but it;1;0;1.0;1
entertaining comedy;1;0;1.0;1
an italian;1;2;0.333;3
expression;1;0;1.0;1
extraordinary;1;2;0.333;3
in imax;1;2;0.333;3
mawkish;1;2;0.333;3
plot so;1;1;0.5;2
about this film;1;1;0.5;2
about this movie;1;1;0.5;2
about those;1;0;1.0;1
but without;1;3;0.25;4
emergency;1;1;0.5;2
emerges in;1;0;1.0;1
end credits;1;3;0.25;4
locations and;1;0;1.0;1
much in;1;0;1.0;1
but instead;1;5;0.167;6
hence;1;1;0.5;2
leaps of faith;1;2;0.333;3
movie this;1;2;0.333;3
murder and;1;0;1.0;1
as artificial;1;2;0.333;3
assumes;1;0;1.0;1
fascinating and;1;0;1.0;1
originality of;1;0;1.0;1
barry;1;1;0.5;2
barry sonnenfeld;1;1;0.5;2
bath;1;2;0.333;3
formulaic that;1;0;1.0;1
forsaken;1;0;1.0;1
its way;1;2;0.333;3
beautifully crafted and;1;1;0.5;2
beautifully made;1;1;0.5;2
have come to;1;0;1.0;1
is must;1;4;0.2;5
of the power;1;1;0.5;2
air but;1;0;1.0;1
it could;1;0;1.0;1
any particular;1;6;0.143;7
be interested in;1;4;0.2;5
does not make;1;3;0.25;4
educational and;1;2;0.333;3
is like being;1;2;0.333;3
know the;1;1;0.5;2
misfires;1;1;0.5;2
afraid to;1;1;0.5;2
flippant;1;2;0.333;3
man who uses;1;0;1.0;1
parker;2;3;0.4;5
and the period;1;0;1.0;1
fitting;1;0;1.0;1
old school;1;1;0.5;2
be human;1;2;0.333;3
only for;1;1;0.5;2
all more;1;0;1.0;1
and truth;1;2;0.333;3
intolerable;1;3;0.25;4
mainly;1;0;1.0;1
mainly to;1;0;1.0;1
of production that;1;0;1.0;1
disingenuous;1;3;0.25;4
enough to make;1;0;1.0;1
film with an;1;0;1.0;1
filmmaker of;1;0;1.0;1
frankenstein;1;3;0.25;4
frankness;1;0;1.0;1
heartfelt performances;1;0;1.0;1
his heart;1;0;1.0;1
leaden and;1;4;0.2;5
making them;1;0;1.0;1
of human behavior;1;1;0.5;2
personality;1;1;0.5;2
personally;1;1;0.5;2
predecessor but;1;0;1.0;1
archival footage;1;0;1.0;1
collage;1;1;0.5;2
edged;1;0;1.0;1
eisenstein;1;0;1.0;1
funny moments;1;0;1.0;1
movie in;1;2;0.333;3
can miss;1;1;0.5;2
city by;1;0;1.0;1
caruso;1;4;0.2;5
get the;1;1;0.5;2
get the audience;1;1;0.5;2
blow;1;5;0.167;6
doesn feel like;1;1;0.5;2
apart is;1;1;0.5;2
compare;1;2;0.333;3
connection and;1;0;1.0;1
insufferably;1;1;0.5;2
its own;1;2;0.333;3
most impressive;1;0;1.0;1
as best;1;0;1.0;1
entire movie;1;3;0.25;4
film by;1;2;0.333;3
have guessed;2;2;0.5;4
and not bad;1;2;0.333;3
coarseness;1;1;0.5;2
director michael apted;1;5;0.167;6
entertaining film;2;0;1.0;2
imperfect;1;1;0.5;2
only in;1;0;1.0;1
age story with;1;2;0.333;3
and at least;1;0;1.0;1
been an;1;0;1.0;1
driven;1;3;0.25;4
feature;1;0;1.0;1
is based on;1;2;0.333;3
journey of;1;0;1.0;1
and heavy handed;1;2;0.333;3
brilliant;1;2;0.333;3
brilliant and;1;0;1.0;1
brilliant as;1;0;1.0;1
confident;1;1;0.5;2
confident enough;1;0;1.0;1
creek;1;1;0.5;2
it difficult to;1;2;0.333;3
it does;1;2;0.333;3
it does because;1;0;1.0;1
just big;1;2;0.333;3
of the great;1;0;1.0;1
and narrative;1;0;1.0;1
and wide;1;0;1.0;1
community;1;0;1.0;1
gorgeous;1;2;0.333;3
not well;1;2;0.333;3
and sincere;1;0;1.0;1
and slash;1;0;1.0;1
clear of;1;0;1.0;1
going to make;1;0;1.0;1
and not enough;0;3;0;3
checking;0;1;0;1
checklist;0;1;0;1
else is;0;2;0;2
end of;0;5;0;5
end result is;0;1;0;1
for only;0;4;0;4
for passion;0;4;0;4
freeman and;0;5;0;5
freeman and judd;0;3;0;3
frenetic;0;3;0;3
go through;0;3;0;3
is perfectly;0;4;0;4
look behind the;0;3;0;3
movie that is;0;2;0;2
movie that isn;0;2;0;2
of interest;0;2;0;2
of sophisticated;0;5;0;5
of special;0;1;0;1
accessible;0;1;0;1
hammy;0;2;0;2
irresistibly;0;10;0;10
music you;0;3;0;3
new way;0;2;0;2
of tv;0;5;0;5
only an;0;1;0;1
but as;0;1;0;1
got the;0;1;0;1
have worked;0;1;0;1
in different;0;4;0;4
is surely;0;1;0;1
often achieves;0;1;0;1
pauline and paulette;0;1;0;1
prefer to;0;3;0;3
pride;0;1;0;1
case of;0;1;0;1
chew;0;2;0;2
directs;0;3;0;3
foolish;0;4;0;4
is an interesting;0;1;0;1
of 20th;0;1;0;1
borstal boy;0;2;0;2
drama that offers;0;3;0;3
dramatic scenes;0;1;0;1
fetched;0;5;0;5
40 years;0;1;0;1
45;0;1;0;1
and go;0;1;0;1
between the two;0;1;0;1
in gross;0;3;0;3
in gross out;0;2;0;2
it doesn have;0;1;0;1
its awkward structure;0;3;0;3
its best;0;2;0;2
jovial;0;4;0;4
known as;0;1;0;1
long after;0;3;0;3
long after you;0;2;0;2
minority report is;0;1;0;1
personal;0;1;0;1
as close;0;1;0;1
by numbers;0;1;0;1
by numbers is;0;1;0;1
da;0;5;0;5
full monty;0;1;0;1
appear to be;0;4;0;4
county;0;1;0;1
greatly;0;4;0;4
invincible;0;2;0;2
lion;0;2;0;2
continuation;0;2;0;2
laugh out;0;1;0;1
love in new;0;1;0;1
adaptations;0;2;0;2
based;0;4;0;4
go down in;0;3;0;3
it movie that;0;1;0;1
nice twists;0;3;0;3
comprehension;0;2;0;2
compressed;0;2;0;2
emotional;0;2;0;2
has none of;0;1;0;1
maudlin;0;3;0;3
bold;0;1;0;1
cup of tea;0;2;0;2
can remember;0;4;0;4
closure;0;2;0;2
danger;0;7;0;7
inert;0;4;0;4
inertia;0;1;0;1
is risky;0;3;0;3
it makes me;0;3;0;3
maximum;0;5;0;5
noise;0;1;0;1
cannibal;0;3;0;3
for an intelligent;0;2;0;2
penchant for;0;1;0;1
decide if;0;2;0;2
degraded;0;4;0;4
director david;0;2;0;2
alone;0;2;0;2
assaults;0;1;0;1
compulsive;0;7;0;7
compulsively;0;1;0;1
friends;0;3;0;3
horror genre;0;1;0;1
long movie;0;1;0;1
long on;0;1;0;1
look at but;0;3;0;3
buddy;0;1;0;1
buddy comedy;0;1;0;1
isn in;0;1;0;1
and amateurish;0;4;0;4
as watching your;0;1;0;1
elevated by;0;1;0;1
feel bad;0;1;0;1
fisher;0;1;0;1
for hollywood;0;1;0;1
for humor;0;1;0;1
and highly;0;2;0;2
between its;0;1;0;1
confessions;0;1;0;1
establish;0;1;0;1
its time;0;1;0;1
piece to;0;1;0;1
hopefully;0;2;0;2
epilogue;0;2;0;2
learned;0;6;0;6
lucky break is;0;2;0;2
most;0;2;0;2
deftly;0;1;0;1
dizzying;0;5;0;5
do;0;5;0;5
contrivances;0;4;0;4
could ever have;0;1;0;1
especially well;0;3;0;3
favor;0;2;0;2
from stock;0;1;0;1
is disappointingly;0;8;0;8
last orders;0;1;0;1
achieves sort of;0;3;0;3
film comes;0;2;0;2
film itself is;0;1;0;1
film knows;0;1;0;1
lot more;0;1;0;1
borrow;0;1;0;1
candid and;0;4;0;4
did they;0;4;0;4
it starts to;0;1;0;1
it still;0;1;0;1
follow up;0;4;0;4
notable for;0;3;0;3
obviously;0;1;0;1
arrived;0;1;0;1
as watching;0;1;0;1
director sam mendes;0;2;0;2
everyone from;0;1;0;1
everyone involved;0;1;0;1
flash that;0;8;0;8
as detailed;0;9;0;9
as is;0;1;0;1
andersson;0;1;0;1
is there;0;3;0;3
nadia;0;6;0;6
nail biting;0;3;0;3
and possibly;0;5;0;5
find that;0;4;0;4
funny in;0;4;0;4
next;0;5;0;5
of one of;0;2;0;2
jar jar binks;0;3;0;3
loud;0;2;0;2
movie full of;0;4;0;4
contriving;0;1;0;1
ending doesn;0;1;0;1
of age tale;0;1;0;1
of style and;0;2;0;2
15;0;1;0;1
all too;0;1;0;1
close;0;6;0;6
on the west;0;1;0;1
accept the;0;1;0;1
by any of;0;1;0;1
is much;0;6;0;6
is much more;0;1;0;1
lunacy;0;1;0;1
better if;0;2;0;2
caper;0;1;0;1
do justice;0;2;0;2
masterful;0;9;0;9
at how;0;1;0;1
from the screenplay;0;3;0;3
in fairy;0;5;0;5
but it the;0;2;0;2
but it was;0;2;0;2
cold;0;1;0;1
of those;0;4;0;4
and character development;0;2;0;2
and characters;0;1;0;1
fascinating character;0;1;0;1
artful;0;5;0;5
artfully;0;4;0;4
artifice;0;1;0;1
blood work;0;4;0;4
especially;0;2;0;2
ll ever see;0;3;0;3
done;0;1;0;1
laughing at;0;2;0;2
manhattan is;0;1;0;1
panorama;0;4;0;4
and sobering;0;1;0;1
bourgeois;0;8;0;8
disarmingly;0;5;0;5
homes;0;5;0;5
hypocritical;0;3;0;3
isn funny;0;4;0;4
kick;0;1;0;1
marred;0;6;0;6
pootie tang;0;1;0;1
avalanche;0;1;0;1
business of;0;3;0;3
buying;0;4;0;4
court;0;1;0;1
line to;0;2;0;2
lunatic;0;4;0;4
anguished;0;3;0;3
film is about;0;4;0;4
film is almost;0;2;0;2
film must;0;1;0;1
film never;0;1;0;1
not nearly;0;1;0;1
not nearly enough;0;1;0;1
not nearly long;0;1;0;1
armenian genocide;0;2;0;2
as pathetic;0;2;0;2
as perfect;0;2;0;2
australian;0;1;0;1
delivered in;0;8;0;8
delivers;0;1;0;1
flawed;0;1;0;1
flawed and;0;1;0;1
gangster movie;0;2;0;2
had more;0;4;0;4
and finely;0;3;0;3
dynamics;0;1;0;1
have been;0;2;0;2
its premise;0;2;0;2
martin lawrence;0;1;0;1
martin scorsese;0;1;0;1
not easily;0;2;0;2
get made;0;3;0;3
it or not;0;1;0;1
an episode of;0;2;0;2
bothers;0;2;0;2
continuity;0;2;0;2
femme fatale;0;2;0;2
film the;0;2;0;2
materials;0;1;0;1
observation of;0;5;0;5
of comedy and;0;1;0;1
pacino;0;2;0;2
pacino is;0;2;0;2
pack;0;2;0;2
penetrating;0;2;0;2
action fantasy;0;2;0;2
and what is;0;4;0;4
chaos of;0;1;0;1
he has been;0;10;0;10
is beautiful film;0;5;0;5
is on the;0;1;0;1
adventures;0;5;0;5
adventures of;0;3;0;3
come in;0;3;0;3
come off;0;2;0;2
get;0;1;0;1
ice cube;0;2;0;2
liking;0;2;0;2
nohe;0;1;0;1
our own;0;1;0;1
about couple of;0;3;0;3
compelling;0;1;0;1
alabama is;0;4;0;4
alabama isn;0;1;0;1
had in;0;6;0;6
bites off;0;1;0;1
doesn sustain;0;1;0;1
of ideas;0;1;0;1
out comedy;0;5;0;5
out for;0;4;0;4
amateur;0;2;0;2
as they were;0;4;0;4
at home;0;1;0;1
little horror;0;2;0;2
only reason;0;3;0;3
only satisfy;0;3;0;3
performances of;0;3;0;3
for la salle;0;2;0;2
for laughs;0;2;0;2
hit theaters since;0;2;0;2
is clearly;0;1;0;1
likely to;0;2;0;2
off each;0;3;0;3
one at;0;1;0;1
power of;0;1;0;1
and thanks to;0;5;0;5
inept and;0;1;0;1
mull;0;1;0;1
and brutally;0;2;0;2
kissing jessica stein;0;5;0;5
and mouse;0;1;0;1
apply;0;4;0;4
it possible for;0;2;0;2
made movie about;0;1;0;1
people who are;0;1;0;1
an enormous;0;2;0;2
and two smoking;0;3;0;3
and ugly;0;2;0;2
crossed;0;3;0;3
dahmer;0;2;0;2
especially for;0;3;0;3
even have;0;1;0;1
pays;0;3;0;3
be something;0;2;0;2
holes in;0;3;0;3
its lead;0;1;0;1
knew what;0;2;0;2
of yourself;0;2;0;2
one too;0;3;0;3
and throw;0;1;0;1
but doesn;0;1;0;1
favourite;0;2;0;2
and unintentionally;0;1;0;1
laconic;0;4;0;4
off of;0;3;0;3
guaranteed;0;2;0;2
in the world;0;2;0;2
much tongue in;0;7;0;7
muckraking;0;2;0;2
and saddled;0;1;0;1
as each;0;1;0;1
can see;0;1;0;1
character development and;0;1;0;1
closer than;0;1;0;1
is always;0;5;0;5
is an action;0;1;0;1
lucky;0;2;0;2
musical and;0;4;0;4
50;0;1;0;1
attempts to be;0;1;0;1
books;0;1;0;1
brave;0;2;0;2
groan;0;7;0;7
loved;0;1;0;1
of little;0;4;0;4
perfectly inoffensive;0;2;0;2
en;0;3;0;3
knockoff;0;1;0;1
possesses;0;2;0;2
deepest;0;2;0;2
espn;0;3;0;3
from the first;0;1;0;1
is its;0;1;0;1
of promise;0;5;0;5
plays out;0;3;0;3
plays out like;0;1;0;1
and grace;0;1;0;1
by surrounding;0;4;0;4
it needs;0;1;0;1
it needs to;0;1;0;1
may prove;0;6;0;6
may seem;0;6;0;6
and self indulgent;0;6;0;6
fervently;0;1;0;1
forth;0;1;0;1
identity;0;3;0;3
is like watching;0;4;0;4
is likely;0;1;0;1
acting like;0;3;0;3
journey;0;2;0;2
an important movie;0;1;0;1
an impossible;0;1;0;1
and allows the;0;2;0;2
discovery;0;1;0;1
doug liman;0;1;0;1
element here;0;1;0;1
alexandre dumas classic;0;1;0;1
and sci fi;0;7;0;7
cliff;0;1;0;1
glamour and;0;2;0;2
glaring;0;2;0;2
movie you can;0;1;0;1
eccentric and;0;2;0;2
little;0;1;0;1
movie franchise;0;2;0;2
immediately;0;1;0;1
insulting;0;5;0;5
of something;0;2;0;2
filmmaker with;0;1;0;1
in contemporary;0;1;0;1
largely for its;0;3;0;3
out of;0;2;0;2
out of an;0;2;0;2
outcome of;0;1;0;1
photo is;0;1;0;1
photographed;0;1;0;1
lovely film;0;1;0;1
mistaken identity;0;1;0;1
one way or;0;3;0;3
orange county is;0;3;0;3
awful lot like;0;4;0;4
fans are;0;3;0;3
heroes of;0;1;0;1
humor and;0;3;0;3
like this;0;2;0;2
off his;0;2;0;2
overly familiar;0;2;0;2
passions;0;1;0;1
can be when;0;2;0;2
create characters;0;2;0;2
dim;0;2;0;2
discovery and;0;1;0;1
every so often;0;12;0;12
be total;0;1;0;1
earnhart;0;1;0;1
engaging;0;3;0;3
it can;0;2;0;2
85 minutes;0;1;0;1
and sarandon;0;4;0;4
and scale;0;1;0;1
and there are;0;2;0;2
angst and;0;1;0;1
angst of;0;1;0;1
great film;0;1;0;1
great films;0;1;0;1
overall effect is;0;3;0;3
paint by numbers;0;3;0;3
preposterous and;0;8;0;8
and into;0;2;0;2
emphasizes;0;1;0;1
harry;0;3;0;3
